model_id,specialist_group,_groups,pipeline_tag,params_b,active_params_b,vram_q4_gb,vram_fp16_gb,fits_16gb_vram,fits_32gb_ram,downloads,likes,is_moe,is_gguf,library,tags
TheBloke/Mixtral-8x7B-MoE-RP-Story-GGUF,moe-split,moe-split,,7.0,,5.42,15.5,True,True,3947,51,True,True,transformers,"transformers,gguf,mixtral,not-for-all-audiences,nsfw"
yujiepan/smollm3-tiny-random,edge-small,edge-small,text-generation,7,,5.42,15.5,True,True,3935,0,False,False,transformers,"transformers,safetensors,smollm3,text-generation,conversational"
Terathox-Coder/Qwen3.8-27B-MTP-GGUF,code,code,text-generation,27.0,,16.62,55.5,False,True,3930,0,False,True,,"gguf,qwen,qwen3.8,27b,q4_k_m"
bigatuna/Qwen3.5-9b-Sushi-Coder-RL-GGUF,code,code,text-generation,11.0,,7.66,23.5,True,True,3853,96,False,True,,"gguf,llama.cpp,qwen3_5,code,rl"
mlx-community/gemma-4-12b-coder-fable5-composer2.5-8bit,code,code,text-generation,11.0,,7.66,23.5,True,True,3843,36,False,False,mlx,"mlx,safetensors,gemma4_unified,image-text-to-text,gemma4"
mlx-community/Qwen2.5-Coder-14B-Instruct-4bit,code,code,text-generation,14.0,,9.34,29.5,True,True,3790,14,False,False,transformers,"transformers,safetensors,qwen2,text-generation,code"
mradermacher/Carnice-Qwen3.6-MoE-35B-A3B-GGUF,moe-split,moe-split,,35.0,3.0,21.1,71.5,False,True,3781,2,True,True,transformers,"transformers,gguf,qwen3.6,moe,hermes"
trjxter/Qwimi-3.6-27B-Coder-MTP-GGUF,code,code,text-generation,27.0,,16.62,55.5,False,True,3775,7,False,True,gguf,"gguf,unsloth,llama.cpp,qwen3_5,code"
Xenova/jina-embeddings-v2-base-zh,embedding,embedding,feature-extraction,1.55,,2.37,4.6,True,True,3696,1,False,False,transformers.js,"transformers.js,pytorch,onnx,safetensors,bert"
bartowski/cerebras_Qwen3-Coder-REAP-25B-A3B-GGUF,code,code,text-generation,25.0,3.0,15.5,51.5,False,True,3693,46,True,True,,"gguf,text-generation,base_model:cerebras/Qwen3-Coder-REAP-25B-A3B,base_model:quantized:cerebras/Qwen3-Coder-REAP-25B-A3B,endpoints_compatible"
contextboxai/halong_embedding,embedding,embedding,sentence-similarity,1.55,,2.37,4.6,True,True,3692,39,False,False,sentence-transformers,"sentence-transformers,safetensors,xlm-roberta,sentence-similarity,feature-extraction"
FreedomAISVR/Qwen3-Coder-30B-A3B-MXFP4-MOE-GGUF,code,code|moe-split,text-generation,30.0,3.0,18.3,61.5,False,True,3658,1,True,True,gguf,"gguf,mxfp4,mxfp4-moe,text-generation,en"
mradermacher/sandepaAI_gemma4_coder_12b-i1-GGUF,code,code,,11.0,,7.66,23.5,True,True,3643,0,False,True,transformers,"transformers,gguf,base_model:adapter:google/gemma-4-12B-it,lora,en"
deepseek-ai/deepseek-coder-33b-instruct,code,code,text-generation,27.5,,16.9,56.5,False,True,3567,583,False,False,transformers,"transformers,pytorch,safetensors,llama,text-generation"
smarttasks/Qwen3-Coder-30B-A3B-Instruct-GGUF,code,code,,30.0,3.0,18.3,61.5,False,True,3552,0,True,True,gguf,"gguf,quantized,scorecard,base_model:Qwen/Qwen3-Coder-30B-A3B-Instruct,base_model:quantized:Qwen/Qwen3-Coder-30B-A3B-Instruct"
rafw007/gemma4-26b-claude-coder-GGUF,code,code,text-generation,27.5,,16.9,56.5,False,True,3498,6,False,True,gguf,"gguf,gemma4,claude-code,codex,opencode"
unsloth/SmolLM2-1.7B-Instruct,edge-small,edge-small,text-generation,1.7,,2.45,4.9,True,True,3479,6,False,False,transformers,"transformers,safetensors,llama,text-generation,unsloth"
nisten/Biggie-SmoLlm-0.15B-Base,edge-small,edge-small,text-generation,0.15,,1.58,1.8,True,True,3454,241,False,True,transformers,"transformers,pytorch,gguf,llama,text-generation"
optimum-internal-testing/tiny-random-SmolLM3ForCausalLM,edge-small,edge-small,text-generation,7,,5.42,15.5,True,True,3454,0,False,False,transformers,"transformers,safetensors,smollm3,text-generation,conversational"
HuggingFaceTB/SmolLM2-135M-intermediate-checkpoints,edge-small,edge-small,,7,,5.42,15.5,True,True,3453,2,False,False,transformers,"transformers,en,arxiv:2502.02737,license:apache-2.0,endpoints_compatible"
unsloth/SmolLM2-360M-Instruct,edge-small,edge-small,text-generation,7,,5.42,15.5,True,True,3437,4,False,False,transformers,"transformers,safetensors,llama,text-generation,unsloth"
unsloth/Qwen2.5-Coder-32B-Instruct-GGUF,code,code,,32.0,,19.42,65.5,False,True,3409,10,False,True,transformers,"transformers,gguf,unsloth,code,qwen"
DavidAU/L3.1-MOE-6X8B-Dark-Reasoning-Dantes-Peak-HORROR-R1-Uncensored-36B-GGUF,moe-split,moe-split,text-generation,8.0,,5.98,17.5,True,True,3408,24,True,True,,"gguf,creative,creative writing,fiction writing,plot generation"
jacobcarajo/Qwen3-Coder-30B-A3B-Instruct-Q5_K_M-GGUF,code,code,text-generation,30.0,3.0,18.3,61.5,False,True,3400,0,True,True,transformers,"transformers,gguf,llama-cpp,gguf-my-repo,text-generation"
mlx-community/DeepSeek-Coder-V2-Lite-Instruct-4bit-mlx,code,code,,1.75,,2.48,5.0,True,True,3395,21,False,False,mlx,"mlx,safetensors,deepseek_v2,custom_code,license:other"
mudler/Qwopus-MoE-35B-A3B-APEX-GGUF,moe-split,moe-split,,35.0,3.0,21.1,71.5,False,True,3375,20,True,True,,"gguf,quantized,apex,moe,mixture-of-experts"
unsloth/Qwen2.5-Coder-1.5B-Instruct-128K-GGUF,code,code,,1.5,,2.34,4.5,True,True,3373,17,False,True,transformers,"transformers,gguf,qwen2,unsloth,code"
CISCai/Qwen3-Coder-30B-A3B-Instruct-SOTA-GGUF,code,code,text-generation,30.0,3.0,18.3,61.5,False,True,3353,0,True,True,,"gguf,code,codeqwen,chat,qwen"
onnx-internal-testing/tiny-random-SmolLM3ForCausalLM,edge-small,edge-small,text-generation,7,,5.42,15.5,True,True,3350,0,False,False,transformers,"transformers,safetensors,smollm3,text-generation,conversational"
sakamakismile/KAT-Coder-V2.5-Dev-NVFP4,code,code,,27.5,,16.9,56.5,False,True,3335,15,True,False,,"safetensors,qwen3_5_moe,nvfp4,compressed-tensors,agentic-coding"
unsloth/SmolLM2-135M-Instruct,edge-small,edge-small,text-generation,7,,5.42,15.5,True,True,3321,3,False,False,transformers,"transformers,safetensors,llama,text-generation,unsloth"
RichardErkhov/Qwen_-_Qwen2.5-Coder-7B-Instruct-gguf,code,code,,7.0,,5.42,15.5,True,True,3317,2,False,True,,"gguf,arxiv:2309.00071,arxiv:2409.12186,arxiv:2407.10671,endpoints_compatible"
ByteDance-Seed/Seed-Coder-8B-Instruct,code,code,text-generation,8.0,,5.98,17.5,True,True,3314,117,False,False,transformers,"transformers,safetensors,llama,text-generation,conversational"
QuantFactory/SmolLM2-135M-Instruct-GGUF,edge-small,edge-small,,7,,5.42,15.5,True,True,3291,5,False,True,transformers,"transformers,gguf,en,license:apache-2.0,endpoints_compatible"
lmstudio-community/Yi-Coder-1.5B-GGUF,code,code,text-generation,1.5,,2.34,4.5,True,True,3285,2,False,True,,"gguf,text-generation,base_model:01-ai/Yi-Coder-1.5B,base_model:quantized:01-ai/Yi-Coder-1.5B,license:apache-2.0"
onnx-community/SmolLM2-360M-Instruct-ONNX,edge-small,edge-small,,7,,5.42,15.5,True,True,3276,2,False,False,,"onnx,llama,region:us"
QuantFactory/SmolLM2-360M-GGUF,edge-small,edge-small,,7,,5.42,15.5,True,True,3275,3,False,True,transformers,"transformers,gguf,en,license:apache-2.0,endpoints_compatible"
saidutta69/Qwen2.5-Coder-7B-Instruct-heretic,code,code,text-generation,7.0,,5.42,15.5,True,True,3257,0,False,True,,"safetensors,gguf,qwen2,code,heretic"
xv0y5ncu/SmolLM3-3B-trellis-3inst-4bpw-kernel,edge-small,edge-small,text-generation,3.0,,3.18,7.5,True,True,3242,0,False,False,transformers,"transformers,safetensors,smollm3,text-generation,glq"
reaperdoesntknow/Qwen3-1.7B-Coder-Distilled-SFT,code,code,text-generation,1.7,,2.45,4.9,True,True,3201,1,False,False,transformers,"transformers,safetensors,qwen3,text-generation,causal-lm"
HuggingFaceTB/SmolLM2-360M-intermediate-checkpoints,edge-small,edge-small,,7,,5.42,15.5,True,True,3042,1,False,False,transformers,"transformers,en,arxiv:2502.02737,license:apache-2.0,endpoints_compatible"
unsloth/Seed-Coder-8B-Reasoning-GGUF,code,code,text-generation,8.0,,5.98,17.5,True,True,3017,18,False,True,transformers,"transformers,gguf,llama,text-generation,unsloth"
mradermacher/Qwen3.5-9B-Coder-i1-GGUF,code,code,,9.0,,6.54,19.5,True,True,2975,0,False,True,transformers,"transformers,gguf,text-generation-inference,coding agent,agent"
mradermacher/NeuralMona_MoE-4x7B-i1-GGUF,moe-split,moe-split,,7.0,,5.42,15.5,True,True,2949,0,True,True,transformers,"transformers,gguf,moe,frankenmoe,merge"
sahilchachra/KAT-Coder-V2.5-Dev-W4A16,code,code,text-generation,27.5,,16.9,56.5,False,True,2944,1,True,False,,"safetensors,qwen3_5_moe,int4,w4a16,rtn"
HuggingFaceTB/SmolLM2-1.7B-intermediate-checkpoints,edge-small,edge-small,,1.7,,2.45,4.9,True,True,2915,4,False,False,transformers,"transformers,en,arxiv:2502.02737,license:apache-2.0,endpoints_compatible"
zipaltrivedi/dotnet-coder-14b,code,code,text-generation,11.0,,7.66,23.5,True,True,2891,10,False,True,transformers,"transformers,safetensors,gguf,qwen2,text-generation"
unsloth/Qwen2.5-Coder-1.5B-bnb-4bit,code,code,text-generation,1.5,,2.34,4.5,True,True,2828,4,False,False,transformers,"transformers,safetensors,qwen2,text-generation,unsloth"
unsloth/Qwen3-Embedding-8B,embedding,embedding,feature-extraction,8.0,,5.98,17.5,True,True,2772,7,False,False,sentence-transformers,"sentence-transformers,safetensors,qwen3,text-generation,transformers"
roleplaiapp/Qwen2.5-Coder-14B-Instruct-Uncensored-Q4_K_M-GGUF,code,code,text-generation,14.0,,9.34,29.5,True,True,2762,6,False,True,transformers,"transformers,gguf,14b,4-bit,Q4_K_M"
furiosa-ai/Qwen3-Embedding-4B,embedding,embedding,sentence-similarity,4.0,,3.74,9.5,True,True,2740,0,False,False,furiosa-llm,"furiosa-llm,safetensors,qwen3,furiosa-ai,qwen"
guell00/Nexora-Gemma-4-Coder,code,code,,11.0,,7.66,23.5,True,True,2736,3,False,True,,"gguf,gemma4,llama.cpp,unsloth,vision-language-model"
Felladrin/gguf-smollm-360M-instruct-add-basics,edge-small,edge-small,,7,,5.42,15.5,True,True,2729,1,False,True,,"gguf,base_model:HuggingFaceTB/smollm-360M-instruct-add-basics,base_model:quantized:HuggingFaceTB/smollm-360M-instruct-add-basics,endpoints_compatible,region:us"
RnniaSnow/ST-Coder-14B-GGUF,code,code,,14.0,,9.34,29.5,True,True,2702,3,False,True,,"gguf,code,st,plc,industry"
coder3101/Ministral-3-14B-Reasoning-2512-heretic-GGUF,code,code,,14.0,,9.34,29.5,True,True,2652,4,False,True,,"gguf,mistral,mistral3,vision,llama.cpp"
CobrIX/CobrIX-1.0-Coder-Flash-33B-A13B,code,code,text-generation,33.0,13.0,19.98,67.5,False,True,2632,3,True,True,llama.cpp,"llama.cpp,safetensors,qwen35_moe,MoE,Qwen"
LCO-Embedding/LCO-Embedding-Omni-3B,embedding,embedding,feature-extraction,3.0,,3.18,7.5,True,True,2608,16,False,False,sentence-transformers,"sentence-transformers,safetensors,qwen2_5_omni_thinker,image-text-to-text,transformers"
mlx-community/SmolLM-135M-Instruct-4bit,edge-small,edge-small,text-generation,7,,5.42,15.5,True,True,2607,6,False,False,transformers,"transformers,safetensors,llama,text-generation,mlx"
patronus-studio/wolf-defender-prompt-injection,security,security,text-classification,7,,5.42,15.5,True,True,2596,19,False,False,,"onnx,safetensors,modernbert,prompt-injection,jailbreak-detection"
proventra/mdeberta-v3-base-prompt-injection,security,security,text-classification,7,,5.42,15.5,True,True,2592,3,False,False,transformers,"transformers,safetensors,deberta-v2,text-classification,prompt-injection"
DavidAU/Qwen3-Zero-Coder-Reasoning-0.8B-NEO-EX-GGUF,code,code,text-generation,0.8,,1.95,3.1,True,True,2585,28,False,True,,"gguf,merge,programming,code generation,code"
TheBloke/Synthia-MoE-v3-Mixtral-8x7B-GGUF,moe-split,moe-split,,7.0,,5.42,15.5,True,True,2579,28,True,True,transformers,"transformers,gguf,mixtral,base_model:migtissera/Synthia-MoE-v3-Mixtral-8x7B,base_model:quantized:migtissera/Synthia-MoE-v3-Mixtral-8x7B"
mradermacher/Juno-N-Coder-25B-A3B-i1-GGUF,code,code,,25.0,3.0,15.5,51.5,False,True,2572,0,True,True,transformers,"transformers,gguf,code,moe,pruning"
ggml-org/Qwen2.5-Coder-7B-Q8_0-GGUF,code,code,text-generation,7.0,,5.42,15.5,True,True,2563,12,False,True,transformers,"transformers,gguf,code,qwen,qwen-coder"
RichardErkhov/S-miguel_-_The-Trinity-Coder-7B-gguf,code,code,,7.0,,5.42,15.5,True,True,2558,0,False,True,,"gguf,arxiv:2306.01708,endpoints_compatible,region:us"
prithivMLmods/SmolLM2-135M-GGUF,edge-small,edge-small,text-generation,7,,5.42,15.5,True,True,2555,1,False,True,,"gguf,llama,135M,text-generation,en"
second-state/E5-Mistral-7B-Instruct-Embedding-GGUF,embedding,embedding,feature-extraction,7.0,,5.42,15.5,True,True,2543,15,False,True,transformers,"transformers,gguf,mistral,feature-extraction,en"
bartowski/FuseO1-DeepSeekR1-Qwen2.5-Coder-32B-Preview-v0.1-GGUF,code,code,text-generation,32.0,,19.42,65.5,False,True,2521,18,False,True,,"gguf,text-generation,base_model:FuseAI/FuseO1-DeepSeekR1-Qwen2.5-Coder-32B-Preview,base_model:quantized:FuseAI/FuseO1-DeepSeekR1-Qwen2.5-Coder-32B-Preview,license:apache-2.0"
noctrex/gemma-4-26B-A4B-it-uncensored-heretic-MXFP4_MOE-GGUF,moe-split,moe-split,image-text-to-text,26.0,4.0,16.06,53.5,False,True,2515,6,True,True,,"gguf,image-text-to-text,base_model:llmfan46/gemma-4-26B-A4B-it-uncensored-heretic,base_model:quantized:llmfan46/gemma-4-26B-A4B-it-uncensored-heretic,endpoints_compatible"
bartowski/Replete-Coder-Instruct-8b-Merged-GGUF,code,code,text-generation,11.0,,7.66,23.5,True,True,2508,2,False,True,,"gguf,text-generation,license:apache-2.0,endpoints_compatible,region:us"
coder3101/Qwen3.8-27B-heretic,code,code,image-text-to-text,27.0,,16.62,55.5,False,True,2486,4,False,False,transformers,"transformers,safetensors,qwen3_5,image-text-to-text,heretic"
mradermacher/rombos_Replete-Coder-Qwen2-1.5b-i1-GGUF,code,code,,1.75,,2.48,5.0,True,True,2482,0,False,True,transformers,"transformers,gguf,text-generation-inference,unsloth,qwen2"
reaperdoesntknow/Qwen3-1.7B-Coder-Distilled-SFT-GGUF,code,code,text-generation,1.7,,2.45,4.9,True,True,2472,2,False,True,llama.cpp,"llama.cpp,gguf,quantized,distillation,sft"
noctrex/gemma-4-26B-A4B-it-MXFP4_MOE-GGUF,moe-split,moe-split,image-text-to-text,26.0,4.0,16.06,53.5,False,True,2448,21,True,True,,"gguf,image-text-to-text,base_model:google/gemma-4-26B-A4B-it,base_model:quantized:google/gemma-4-26B-A4B-it,endpoints_compatible"
mradermacher/Qwen2.5-Coder-7B-Instruct-abliterated-GGUF,code,code,,7.0,,5.42,15.5,True,True,2444,6,False,True,transformers,"transformers,gguf,chat,abliterated,uncensored"
AnthonyL1996/Qwopus3.6-27B-Coder-ik-MTP-GGUF,code,code,text-generation,27.0,,16.62,55.5,False,True,2434,0,False,True,gguf,"gguf,ik_llama.cpp,ik_llama,llama.cpp,mtp"
boboliu/Qwen3-Embedding-8B-W4A16-G128,embedding,embedding,feature-extraction,8.0,,5.98,17.5,True,True,2431,3,False,False,sentence-transformers,"sentence-transformers,safetensors,qwen3,text-generation,transformers"
bartowski/WhiteRabbitNeo-2.5-Qwen-2.5-Coder-7B-GGUF,code,code,text-generation,7.0,,5.42,15.5,True,True,2421,23,False,True,transformers,"transformers,gguf,code,qwen-coder,finetune"
patronus-studio/wolf-defender-prompt-injection-small,security,security,text-classification,7,,5.42,15.5,True,True,2408,10,False,False,,"joblib,onnx,safetensors,modernbert,prompt-injection"
bartowski/Phi-3.5-MoE-instruct-GGUF,moe-split,moe-split,text-generation,35.0,,21.1,71.5,False,True,2391,15,True,True,,"gguf,nlp,code,text-generation,multilingual"
second-state/Qwen3-Coder-30B-A3B-Instruct-GGUF,code,code,text-generation,30.0,3.0,18.3,61.5,False,True,2384,0,True,True,transformers,"transformers,gguf,qwen3_moe,text-generation,base_model:Qwen/Qwen3-Coder-30B-A3B-Instruct"
bartowski/Replete-Coder-V2-Llama-3.1-8b-GGUF,code,code,text-generation,11.0,,7.66,23.5,True,True,2376,2,False,True,,"gguf,unsloth,text-generation,en,license:apache-2.0"
lmstudio-community/deepseek-coder-1.3B-kexer-GGUF,code,code,text-generation,1.3,,2.23,4.1,True,True,2366,6,False,True,,"gguf,code,text-generation,dataset:JetBrains/KExercises,base_model:JetBrains/deepseek-coder-1.3B-kexer"
AlexAtomic/qwen3-coder-30b-a3b-GGUF,code,code,text-generation,27.5,,16.9,56.5,False,True,2338,0,False,True,gguf,"gguf,atomic-chat,qwen,qwen3,qwen3-coder"
Nguuma/security-slm-unsloth-1.5b,security,security,text-generation,1.75,,2.48,5.0,True,True,2329,53,False,True,transformers,"transformers,safetensors,gguf,text-generation-inference,unsloth"
mradermacher/Qwen3.6-27B-A3B-Coder-i1-GGUF,code,code,,27.0,3.0,16.62,55.5,False,True,2329,5,True,True,transformers,"transformers,gguf,moe,code,expert-pruning"
HuggingFaceTB/smollm-135M-instruct-v0.2-Q8_0-GGUF,edge-small,edge-small,,7,,5.42,15.5,True,True,2315,5,False,True,,"gguf,alignment-handbook,trl,sft,generated_from_trainer"
mlx-community/SmolLM3-3B-4bit,edge-small,edge-small,text-generation,3.0,,3.18,7.5,True,True,2312,7,False,False,mlx,"mlx,safetensors,smollm3,text-generation,conversational"
alexliap/Qwen3-Embedding-8B-NVFP4,embedding,embedding,feature-extraction,8.0,,5.98,17.5,True,True,2245,7,False,False,sentence-transformers,"sentence-transformers,safetensors,qwen3,feature-extraction,transformers"
John1604/Qwen3-Coder-30B-A3B-Instruct-gguf,code,code,,30.0,3.0,18.3,61.5,False,True,2242,1,True,True,,"gguf,base_model:Qwen/Qwen3-Coder-30B-A3B-Instruct,base_model:quantized:Qwen/Qwen3-Coder-30B-A3B-Instruct,license:apache-2.0,endpoints_compatible"
tensorblock/Qwen_Qwen3-Coder-30B-A3B-Instruct-GGUF,code,code,text-generation,30.0,3.0,18.3,61.5,False,True,2220,2,True,True,transformers,"transformers,gguf,TensorBlock,GGUF,text-generation"
scima/Qwen3.8-Whittle-MoE-27B-A17.8B-GGUF-all-quants,moe-split,moe-split,text-generation,27.0,17.8,16.62,55.5,False,True,2214,2,True,True,gguf,"gguf,text-generation,base_model:logic65/Qwen3.8-Whittle-MoE-27B-A17.8B,base_model:quantized:logic65/Qwen3.8-Whittle-MoE-27B-A17.8B,license:apache-2.0"
jashepp/Qwopus3.6-35B-A3B-Coder-MXFP4_MOE_Hybrid-Imatrix-GGUF,code,code|moe-split,text-generation,35.0,3.0,21.1,71.5,False,True,2212,4,True,True,transformers,"transformers,gguf,qwen,qwen3,qwen3.5"
litert-community/SmolLM2-135M-Instruct,edge-small,edge-small,text-generation,7,,5.42,15.5,True,True,2211,1,False,False,litert-lm,"litert-lm,chat,smollm,on-device,text-generation"
unsloth/Seed-Coder-8B-Instruct-GGUF,code,code,text-generation,8.0,,5.98,17.5,True,True,2168,12,False,True,transformers,"transformers,gguf,llama,text-generation,unsloth"
unsloth/Qwen2.5-Coder-1.5B-Instruct-GGUF,code,code,,1.5,,2.34,4.5,True,True,2164,12,False,True,transformers,"transformers,gguf,unsloth,code,qwen"
Kondara/Qwen2.5-Coder-7B-Instruct-Q4_K_M-GGUF,code,code,text-generation,7.0,,5.42,15.5,True,True,2140,3,False,True,transformers,"transformers,gguf,code,codeqwen,chat"
unsloth/SmolLM3-3B-128K-GGUF,edge-small,edge-small,,3.0,,3.18,7.5,True,True,2131,45,False,True,transformers,"transformers,gguf,unsloth,en,fr"
BlossomsAI/Qwen2.5-Coder-14B-Instruct-Uncensored-GGUF,code,code,text-generation,14.0,,9.34,29.5,True,True,2129,9,False,True,,"gguf,text-generation,base_model:Qwen/Qwen2.5-Coder-14B-Instruct,base_model:quantized:Qwen/Qwen2.5-Coder-14B-Instruct,license:mit"
RichardErkhov/invalid-coder_-_Starling-LM-7B-beta-laser-dpo-gguf,code,code,,7.0,,5.42,15.5,True,True,2104,0,False,True,,"gguf,arxiv:1909.08593,endpoints_compatible,region:us,conversational"
testsavantai/prompt-injection-defender-large-v0,security,security,text-classification,7,,5.42,15.5,True,True,2089,2,False,False,transformers,"transformers,safetensors,deberta-v2,text-classification,ai-safety"
lmstudio-community/Qwen2.5-Coder-14B-GGUF,code,code,text-generation,14.0,,9.34,29.5,True,True,2075,2,False,True,,"gguf,code,qwen,qwen-coder,codeqwen"
mradermacher/Axon26-Coder-GGUF,code,code,,11.0,,7.66,23.5,True,True,2065,0,False,True,transformers,"transformers,gguf,merge,mergekit,lazymergekit"
RichardErkhov/AIGym_-_deepseek-coder-1.3b-chat-and-function-calling-gguf,code,code,,1.75,,2.48,5.0,True,True,2030,1,False,True,,"gguf,endpoints_compatible,region:us,conversational"
onnx-community/SmolLM2-135M-Instruct-ONNX,edge-small,edge-small,,7,,5.42,15.5,True,True,2022,2,False,False,,"onnx,llama,region:us"
gudo7208/CAD-Coder,code,code,text-generation,11.0,,7.66,23.5,True,True,1975,3,False,False,transformers,"transformers,safetensors,qwen2,text-generation,text-to-cad"
